symbol,companyName ,sector ,industryGroup ,industry ,subIndustry ,price,date
NYSE:LMT,Lockheed Martin Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,73227.4,Jan 2016
NYSE:L,Loews Corporation,Financials,Insurance,Insurance,Multi-line Insurance,15779.8,Jan 2016
NYSE:LOW,"Lowes Companies, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,61863.5,Jan 2016
NYSE:LYB,LyondellBasell Industries N.V.,Materials,Materials,Chemicals,Commodity Chemicals,34957.4,Jan 2016
NYSE:MTB,M&T Bank Corporation,Financials,Banks,Banks,Regional Banks,24254.3,Jan 2016
NYSE:MAC,Macerich Company,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,10181.5,Jan 2016
NYSE:M,"Macys, Inc.",Consumer Discretionary,Retailing,Multiline Retail,Department Stores,10946,Jan 2016
NYSE:MRO,Marathon Oil Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,14665.2,Jan 2016
NYSE:MPC,Marathon Petroleum Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,26575.5,Jan 2016
NasdaqGS:MAR,"Marriott International, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",32284.9,Jan 2016
NYSE:MMC,"Marsh & McLennan Companies, Inc.",Financials,Insurance,Insurance,Insurance Brokers,34849,Jan 2016
NYSE:MLM,"Martin Marietta Materials, Inc.",Materials,Materials,Construction Materials,Construction Materials,14059.7,Jan 2016
NYSE:MAS,Masco Corporation,Industrials,Capital Goods,Building Products,Building Products,10381.1,Jan 2016
NYSE:MA,Mastercard Incorporated,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,112503.2,Jan 2016
NasdaqGS:MAT,"Mattel, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products,9423.3,Jan 2016
NYSE:MKC,"McCormick & Company, Incorporated",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,11763.3,Jan 2016
NYSE:MCD,McDonalds Corporation,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,101081.6,Jan 2016
NYSE:MCK,McKesson Corporation,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors,31753.9,Jan 2016
NYSE:MDT,Medtronic plc,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,97802.2,Jan 2016
NYSE:MRK,"Merck & Co., Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,162312.7,Jan 2016
NYSE:MET,"MetLife, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,59232.4,Jan 2016
NYSE:MTD,Mettler-Toledo International Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,10983,Jan 2016
NYSE:MGM,MGM Resorts International,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming,16530.2,Jan 2016
NYSE:KORS,Michael Kors Holdings Limited,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods",7058.8,Jan 2016
NasdaqGS:MCHP,Microchip Technology Incorporated,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,13857.7,Jan 2016
NasdaqGS:MU,"Micron Technology, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,24090.6,Jan 2016
NasdaqGS:MSFT,Microsoft Corporation,Information Technology,Software and Services,Software,Systems Software,483160.3,Jan 2016
NYSE:MAA,"Mid-America Apartment Communities, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,11117.2,Jan 2016
NYSE:MHK,"Mohawk Industries, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings,14809.3,Jan 2016
NYSE:TAP,Molson Coors Brewing Company,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Brewers,20910.8,Jan 2016
NasdaqGS:MDLZ,"Mondelez International, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,68463.8,Jan 2016
NasdaqGS:MNST,Monster Beverage Corporation,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks,25317,Jan 2016
NYSE:MCO,Moodys Corporation,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,18024.4,Jan 2016
NYSE:MS,Morgan Stanley,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,79126.7,Jan 2016
NYSE:MSI,"Motorola Solutions, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,13756.4,Jan 2016
NYSE:MSCI,MSCI Inc.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,7415.1,Jan 2016
NasdaqGS:MYL,Mylan N.V.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,20414.3,Jan 2016
NasdaqGS:NDAQ,"Nasdaq, Inc.",Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,11088.4,Jan 2016
NYSE:NOV,"National Oilwell Varco, Inc.",Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,14140.3,Jan 2016
NasdaqGS:NKTR,Nektar Therapeutics,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,1875.3,Jan 2016
NasdaqGS:NTAP,"NetApp, Inc.",Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",9712.7,Jan 2016
NasdaqGS:NFLX,"Netflix, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment,53128.8,Jan 2016
NYSE:NWL,Newell Brands Inc.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Housewares and Specialties,21539.2,Jan 2016
NYSE:NFX,Newfield Exploration Company,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,7988.5,Jan 2016
NYSE:NEM,Newmont Mining Corporation,Materials,Materials,Metals and Mining,Gold,18082.7,Jan 2016
NasdaqGS:NWS,News Corporation,Communication Services,Media and Entertainment,Media,Publishing,6732.8,Jan 2016
NasdaqGS:NWSA,News Corporation,Communication Services,Media and Entertainment,Media,Publishing,6732.8,Jan 2016
NYSE:NEE,"NextEra Energy, Inc.",Utilities,Utilities,Electric Utilities,Electric Utilities,55820.1,Jan 2016
NYSE:NLSN,Nielsen Holdings plc,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,14994.2,Jan 2016
NYSE:NKE,"NIKE, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear,84653.9,Jan 2016
NYSE:NI,NiSource Inc.,Utilities,Utilities,Multi-Utilities,Multi-Utilities,7145.4,Jan 2016
NYSE:NBL,"Noble Energy, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,16242.1,Jan 2016
NYSE:JWN,"Nordstrom, Inc.",Consumer Discretionary,Retailing,Multiline Retail,Department Stores,8308.3,Jan 2016
NYSE:NSC,Norfolk Southern Corporation,Industrials,Transportation,Road and Rail,Railroads,31550,Jan 2016
NasdaqGS:NTRS,Northern Trust Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,20163.7,Jan 2016
NYSE:NOC,Northrop Grumman Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,40995,Jan 2016
NYSE:NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",9662,Jan 2016
NYSE:NRG,"NRG Energy, Inc.",Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers and Energy Traders,3867.3,Jan 2016
NYSE:NUE,Nucor Corporation,Materials,Materials,Metals and Mining,Steel,18956.2,Jan 2016
NasdaqGS:NVDA,NVIDIA Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,57532.9,Jan 2016
NasdaqGS:ORLY,"OReilly Automotive, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,26298.9,Jan 2016
NYSE:OXY,Occidental Petroleum Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,54433.1,Jan 2016
NYSE:OMC,Omnicom Group Inc.,Communication Services,Media and Entertainment,Media,Advertising,20075.8,Jan 2016
NYSE:OKE,"ONEOK, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,12086.1,Jan 2016
NYSE:ORCL,Oracle Corporation,Information Technology,Software and Services,Software,Systems Software,157735.4,Jan 2016
NasdaqGS:PCAR,PACCAR Inc,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,22399.3,Jan 2016
NYSE:PKG,Packaging Corporation of America,Materials,Materials,Containers and Packaging,Paper Packaging,7920.9,Jan 2016
NYSE:PH,Parker-Hannifin Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,18675.8,Jan 2016
NasdaqGS:PAYX,"Paychex, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,21846.4,Jan 2016
NasdaqGS:PYPL,"PayPal Holdings, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,47626.3,Jan 2016
NYSE:PNR,Pentair plc,Industrials,Capital Goods,Machinery,Industrial Machinery,10190.2,Jan 2016
NasdaqGS:PBCT,"Peoples United Financial, Inc.",Financials,Banks,Banks,Regional Banks,5891.9,Jan 2016
NasdaqGS:PEP,"PepsiCo, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks,150058.6,Jan 2016
NYSE:PKI,"PerkinElmer, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,5712.8,Jan 2016
NYSE:PRGO,Perrigo Company plc,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,11933.1,Jan 2016
NYSE:PFE,Pfizer Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,197100.2,Jan 2016
NYSE:PCG,PG&E Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,30729.6,Jan 2016
NYSE:PM,Philip Morris International Inc.,Consumer Staples,"Food, Beverage and Tobacco",Tobacco,Tobacco,141933,Jan 2016
NYSE:PSX,Phillips 66,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,45006.7,Jan 2016
NYSE:PNW,Pinnacle West Capital Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,8685.2,Jan 2016
NYSE:PXD,Pioneer Natural Resources Company,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,30561.6,Jan 2016
NYSE:PPG,"PPG Industries, Inc.",Materials,Materials,Chemicals,Specialty Chemicals,25016.6,Jan 2016
NYSE:PPL,PPL Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,23141.4,Jan 2016
NYSE:PX,"Praxair, Inc.",Materials,Materials,Chemicals,Industrial Gases,33444.7,Jan 2016
NasdaqGS:PFG,"Principal Financial Group, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,16645.2,Jan 2016
NYSE:PLD,"Prologis, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs,27905.3,Jan 2016
NYSE:PRU,"Prudential Financial, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,44745.8,Jan 2016
NYSE:PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities,Multi-Utilities,Multi-Utilities,22198.7,Jan 2016
NYSE:PSA,Public Storage,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,38763.8,Jan 2016
NYSE:PHM,"PulteGroup, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,6079,Jan 2016
NYSE:PVH,PVH Corp.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods",7152.9,Jan 2016
NasdaqGS:QRVO,"Qorvo, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,6735.1,Jan 2016
NasdaqGS:QCOM,QUALCOMM Incorporated,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,96293,Jan 2016
NYSE:PWR,"Quanta Services, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,5269.5,Jan 2016
NYSE:DGX,Quest Diagnostics Incorporated,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,12741,Jan 2016
NYSE:RL,Ralph Lauren Corporation,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods",7424,Jan 2016
NYSE:RJF,"Raymond James Financial, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,9501.3,Jan 2016
NYSE:RTN,Raytheon Company,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,41698.3,Jan 2016
NYSE:O,Realty Income Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,14864.3,Jan 2016
NYSE:RHT,"Red Hat, Inc.",Information Technology,Software and Services,Software,Systems Software,12517.8,Jan 2016
NYSE:REG,Regency Centers Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,7204.8,Jan 2016
NasdaqGS:REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,39394,Jan 2016
NYSE:RF,Regions Financial Corporation,Financials,Banks,Banks,Regional Banks,17676.8,Jan 2016
NYSE:RSG,"Republic Services, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,19394.7,Jan 2016
NYSE:RMD,ResMed Inc.,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,8746.9,Jan 2016
NYSE:RHI,Robert Half International Inc.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services,6187.5,Jan 2016
NYSE:ROK,Rockwell Automation Inc.,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,17300,Jan 2016
NYSE:COL,"Rockwell Collins, Inc.",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,12108.9,Jan 2016
NYSE:ROL,"Rollins, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,7358.3,Jan 2016
NYSE:ROP,"Roper Technologies, Inc.",Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,18570.6,Jan 2016
NasdaqGS:ROST,"Ross Stores, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25854.3,Jan 2016
NYSE:RCL,Royal Caribbean Cruises Ltd.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",17604.3,Jan 2016
NYSE:SPGI,S&P Global Inc.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,27863.6,Jan 2016
NYSE:CRM,"salesforce.com, inc.",Information Technology,Software and Services,Software,Application Software,47696.1,Jan 2016
NasdaqGS:SBAC,SBA Communications Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,12811.8,Jan 2016
NYSE:SCG,SCANA Corporation,Utilities,Utilities,Multi-Utilities,Multi-Utilities,10473,Jan 2016
NYSE:SLB,Schlumberger Limited,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,116800.3,Jan 2016
NasdaqGS:STX,Seagate Technology plc,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",11241.9,Jan 2016
NYSE:SEE,Sealed Air Corporation,Materials,Materials,Containers and Packaging,Paper Packaging,8764.7,Jan 2016
NYSE:SRE,Sempra Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities,25165.9,Jan 2016
NYSE:SPG,"Simon Property Group, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,55830.7,Jan 2016
NasdaqGS:SWKS,"Skyworks Solutions, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,13872.9,Jan 2016
NYSE:SLG,SL Green Realty Corp.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs,10897,Jan 2016
NYSE:SNA,Snap-on Incorporated,Industrials,Capital Goods,Machinery,Industrial Machinery,9938,Jan 2016
NYSE:LUV,Southwest Airlines Co.,Industrials,Transportation,Airlines,Airlines,30681.4,Jan 2016
NYSE:SWK,"Stanley Black & Decker, Inc.",Industrials,Capital Goods,Machinery,Industrial Machinery,17282.5,Jan 2016
NasdaqGS:SBUX,Starbucks Corporation,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,80803.8,Jan 2016
NYSE:STT,State Street Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,29978.9,Jan 2016
NasdaqGS:SRCL,"Stericycle, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,6554.8,Jan 2016
NYSE:SYK,Stryker Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,44863.1,Jan 2016
NYSE:STI,"SunTrust Banks, Inc.",Financials,Banks,Banks,Regional Banks,26920.4,Jan 2016
NasdaqGS:SIVB,SVB Financial Group,Financials,Banks,Banks,Regional Banks,8941.5,Jan 2016
NasdaqGS:SYMC,Symantec Corporation,Information Technology,Software and Services,Software,Systems Software,14893.5,Jan 2016
NYSE:SYF,Synchrony Financial,Financials,Diversified Financials,Consumer Finance,Consumer Finance,29939.6,Jan 2016
NasdaqGS:SNPS,"Synopsys, Inc.",Information Technology,Software and Services,Software,Application Software,8835,Jan 2016
